orf	ec	mnxr	n_ec	n_mnxr
ECDH10B_1417	1.2.1.5	MNXR100060;MNXR101326;MNXR103352;MNXR105380;MNXR106982;MNXR110812;MNXR111837;MNXR111838;MNXR111859;MNXR115683;MNXR116218;MNXR121804;MNXR121807;MNXR121822;MNXR121833;MNXR129516;MNXR129518;MNXR129530;MNXR129534;MNXR129631;MNXR129652;MNXR130274;MNXR130275;MNXR130718;MNXR132146;MNXR132949;MNXR132950;MNXR132952;MNXR132957;MNXR133059;MNXR133080;MNXR133372;MNXR133373;MNXR133374;MNXR133375;MNXR133376;MNXR133378;MNXR133379;MNXR133380;MNXR133381;MNXR135071;MNXR135072;MNXR141748;MNXR144458;MNXR144460;MNXR146944;MNXR146945;MNXR146947;MNXR147011;MNXR147013;MNXR152944;MNXR152945;MNXR152946;MNXR152947;MNXR152951;MNXR152952;MNXR152954;MNXR154007;MNXR165497;MNXR165784;MNXR171554;MNXR172863;MNXR172864;MNXR172865;MNXR173108;MNXR175281;MNXR175282;MNXR175283;MNXR175284;MNXR176898;MNXR178103;MNXR181650;MNXR181651;MNXR181652;MNXR181653;MNXR181654;MNXR181655;MNXR181656;MNXR181657;MNXR181658;MNXR181659;MNXR181660;MNXR181661;MNXR181662;MNXR181663;MNXR181664;MNXR181665;MNXR181666;MNXR181667;MNXR181668;MNXR181669;MNXR181670;MNXR181671;MNXR181672;MNXR181673;MNXR181674;MNXR181675;MNXR181676;MNXR181677;MNXR181678;MNXR181679;MNXR181680;MNXR181681;MNXR181682;MNXR181683;MNXR181684;MNXR181685;MNXR181686;MNXR181687;MNXR181688;MNXR181689;MNXR181690;MNXR181691;MNXR181692;MNXR181693;MNXR181694;MNXR181695;MNXR181696;MNXR181697;MNXR181698;MNXR181699;MNXR181700;MNXR181701;MNXR181702;MNXR181703;MNXR181704;MNXR181705;MNXR181706;MNXR181707;MNXR181708;MNXR181709;MNXR181710;MNXR181711;MNXR181712;MNXR181713;MNXR181714;MNXR181715;MNXR181716;MNXR181717;MNXR181718;MNXR181719;MNXR181720;MNXR181721;MNXR181722;MNXR181723;MNXR181724;MNXR181725;MNXR181726;MNXR181727;MNXR181728;MNXR181729;MNXR181730;MNXR181731;MNXR181732;MNXR181733;MNXR181734;MNXR181735;MNXR181736;MNXR181737;MNXR181738;MNXR181739;MNXR181740;MNXR181741;MNXR181742;MNXR181743;MNXR181744;MNXR181745;MNXR181746;MNXR181747;MNXR181748;MNXR181749;MNXR181750;MNXR181751;MNXR181752;MNXR181753;MNXR181754;MNXR181755;MNXR181756;MNXR181757;MNXR181758;MNXR181759;MNXR181760;MNXR181761;MNXR181762;MNXR181763;MNXR181764;MNXR181765;MNXR181766;MNXR181767;MNXR181768;MNXR181769;MNXR181770;MNXR181771;MNXR181772;MNXR181773;MNXR181774;MNXR181775;MNXR181776;MNXR181777;MNXR181778;MNXR181779;MNXR181780;MNXR181781;MNXR181782;MNXR181783;MNXR181784;MNXR181785;MNXR181786;MNXR181787;MNXR181788;MNXR181789;MNXR181790;MNXR181791;MNXR181792;MNXR181793;MNXR181794;MNXR181795;MNXR181796;MNXR181797;MNXR181798;MNXR181799;MNXR181800;MNXR181801;MNXR181802;MNXR181803;MNXR181804;MNXR181805;MNXR181806;MNXR181807;MNXR181808;MNXR181809;MNXR181810;MNXR181811;MNXR181812;MNXR181813;MNXR181814;MNXR181815;MNXR181816;MNXR181817;MNXR181818;MNXR181819;MNXR181820;MNXR181821;MNXR181822;MNXR181823;MNXR181824;MNXR181825;MNXR181826;MNXR181827;MNXR181828;MNXR181829;MNXR181830;MNXR181831;MNXR181832;MNXR181833;MNXR181834;MNXR181835;MNXR181836;MNXR181837;MNXR181838;MNXR181839;MNXR181840;MNXR181841;MNXR181842;MNXR181843;MNXR181844;MNXR181845;MNXR181846;MNXR181847;MNXR181848;MNXR181849;MNXR181850;MNXR181851;MNXR181852;MNXR181853;MNXR181854;MNXR181855;MNXR181856;MNXR181857;MNXR181858;MNXR181859;MNXR181860;MNXR181861;MNXR181862;MNXR181863;MNXR181864;MNXR181865;MNXR181866;MNXR181867;MNXR181868;MNXR181869;MNXR181870;MNXR181871;MNXR181872;MNXR181873;MNXR181874;MNXR181875;MNXR181876;MNXR181877;MNXR181878;MNXR181879;MNXR181880;MNXR181881;MNXR181882;MNXR181883;MNXR181884;MNXR181885;MNXR181886;MNXR181887;MNXR181888;MNXR181889;MNXR181890;MNXR181891;MNXR181892;MNXR181893;MNXR181894;MNXR181895;MNXR181896;MNXR181897;MNXR181898;MNXR181899;MNXR181900;MNXR181901;MNXR181902;MNXR181903;MNXR181904;MNXR181905;MNXR181906;MNXR181907;MNXR181908;MNXR181909;MNXR181910;MNXR181911;MNXR181912;MNXR181913;MNXR181914;MNXR181915;MNXR181916;MNXR181917;MNXR181918;MNXR181919;MNXR181920;MNXR181921;MNXR181922;MNXR181923;MNXR181924;MNXR181925;MNXR181926;MNXR181927;MNXR181928;MNXR181929;MNXR181930;MNXR181931;MNXR181932;MNXR181933;MNXR181934;MNXR181935;MNXR181936;MNXR181937;MNXR181938;MNXR181939;MNXR181940;MNXR181941;MNXR181942;MNXR181943;MNXR181944;MNXR181945;MNXR181946;MNXR181947;MNXR181948;MNXR181949;MNXR181950;MNXR181951;MNXR181952;MNXR181953;MNXR181954;MNXR181955;MNXR181956;MNXR181957;MNXR181958;MNXR181959;MNXR181960;MNXR181961;MNXR181962;MNXR182249;MNXR182520;MNXR182521;MNXR198394;MNXR198679;MNXR198853;MNXR198854;MNXR198855;MNXR198856;MNXR94831;MNXR94839;MNXR94840;MNXR94841;MNXR94912;MNXR95016;MNXR95732;MNXR95733;MNXR95735;MNXR95737;MNXR95739;MNXR95744;MNXR95746;MNXR95749;MNXR95750;MNXR95751;MNXR95754;MNXR95755;MNXR95758;MNXR95759;MNXR95760;MNXR95761;MNXR96365	1	416
ECDH10B_1419	2.6.1.19	MNXR113544;MNXR133169;MNXR133170;MNXR133189;MNXR192556;MNXR95186;MNXR95862	1	7
ECDH10B_1425	2.8.1.1	MNXR151669;MNXR151670;MNXR170613;MNXR195009	1	4
ECDH10B_1426	2.4.1.352	MNXR170464	1	1
ECDH10B_1433	2.4.1.230	MNXR110947;MNXR119312;MNXR173515;MNXR173516	1	4
ECDH10B_1434	5.4.2.6	MNXR102549;MNXR105353;MNXR131213;MNXR189257	1	4
ECDH10B_1440	3.6.5.2	MNXR188537	1	1
ECDH10B_1443	1.11.1.24	MNXR114912;MNXR146539;MNXR171840;MNXR192709	1	4
ECDH10B_1444	5.1.1.20	MNXR133488;MNXR133493;MNXR95690	1	3
ECDH10B_1455	2.1.1.63	MNXR115046;MNXR121185;MNXR148649;MNXR148650;MNXR166315;MNXR170058;MNXR174017;MNXR185210	1	8
ECDH10B_1462	2.7.7.65	MNXR150131	1	1
ECDH10B_1464	3.6.4.13	MNXR102042;MNXR132663;MNXR153054;MNXR153055;MNXR188499;MNXR188537;MNXR195117	1	7
ECDH10B_1502	1.2.8.1		1	0
ECDH10B_1505	1.1.1.28	MNXR100325;MNXR100331;MNXR101037;MNXR101040;MNXR118266;MNXR129650;MNXR130122;MNXR130123;MNXR131548;MNXR132221;MNXR133959;MNXR134068;MNXR134092;MNXR143465;MNXR151467;MNXR191188;MNXR198547	1	17
ECDH10B_1510	1.2.1.39	MNXR152946;MNXR152947;MNXR154007;MNXR94831	1	4
ECDH10B_1511	1.4.3.21	MNXR101975;MNXR102461;MNXR103334;MNXR104952;MNXR104996;MNXR109492;MNXR110040;MNXR110497;MNXR124479;MNXR131450;MNXR131601;MNXR133143;MNXR133298;MNXR144376;MNXR147451;MNXR147453;MNXR175305;MNXR177510;MNXR197826;MNXR197827;MNXR197828;MNXR94687;MNXR94937;MNXR94989;MNXR95082;MNXR95149	1	26
ECDH10B_1512	1.2.1.91;3.3.2.12	MNXR113223;MNXR198055;MNXR198056	2	3
ECDH10B_1513	1.14.13.149	MNXR188607	1	1
ECDH10B_1518	4.2.1.17	MNXR105373;MNXR110986;MNXR116030;MNXR116798;MNXR118591;MNXR119878;MNXR120191;MNXR120666;MNXR121155;MNXR121164;MNXR121168;MNXR123259;MNXR147746;MNXR147747;MNXR147748;MNXR147975;MNXR148060;MNXR148061;MNXR148062;MNXR151686;MNXR151688;MNXR152450;MNXR152451;MNXR153426;MNXR153428;MNXR153431;MNXR153432;MNXR153436;MNXR153437;MNXR153439;MNXR165778;MNXR166105;MNXR175427;MNXR176987;MNXR177015;MNXR178264;MNXR188239;MNXR188888;MNXR189315;MNXR189548;MNXR190216;MNXR190748;MNXR190956;MNXR191300;MNXR191301;MNXR191304;MNXR191305;MNXR191308;MNXR191309;MNXR192055;MNXR192056;MNXR192970;MNXR193388;MNXR193391;MNXR193396;MNXR193407;MNXR193408;MNXR193409;MNXR196117;MNXR196118;MNXR196528;MNXR197863;MNXR197865;MNXR198540;MNXR198541;MNXR198620;MNXR198621;MNXR198710;MNXR198711;MNXR97357	1	70
ECDH10B_1519	5.3.3.18	MNXR198057;MNXR198058	1	2
ECDH10B_1522	2.3.1.174;2.3.1.223	MNXR102241;MNXR116310;MNXR141329;MNXR190462;MNXR192513	2	5
ECDH10B_1523	6.2.1.30	MNXR145883;MNXR189770	1	2
ECDH10B_1532	1.1.1.65	MNXR103366;MNXR123208;MNXR130078;MNXR130107;MNXR132894;MNXR132928;MNXR172314	1	7
ECDH10B_1535	2.7.7.41	MNXR115751;MNXR123276;MNXR132244;MNXR136216;MNXR136217;MNXR136218;MNXR136219;MNXR136220;MNXR136221;MNXR144556;MNXR147426;MNXR147427;MNXR153302;MNXR153303;MNXR153304;MNXR153305;MNXR153306;MNXR153308;MNXR153309;MNXR153310;MNXR153311;MNXR153312;MNXR153313;MNXR164879;MNXR165788;MNXR175348;MNXR177715;MNXR178120;MNXR178121;MNXR180436;MNXR180437;MNXR180439;MNXR180441;MNXR181964;MNXR189948;MNXR190200;MNXR190876;MNXR190880	1	38
ECDH10B_1538	1.7.1.17	MNXR192328	1	1
ECDH10B_1539	3.6.4.13	MNXR102042;MNXR132663;MNXR153054;MNXR153055;MNXR188499;MNXR188537;MNXR195117	1	7
ECDH10B_1541	1.2.1.21;1.2.1.22	MNXR100060;MNXR101018;MNXR106430;MNXR130119;MNXR130120;MNXR131373;MNXR180126;MNXR95751	2	8
ECDH10B_1544	1.10.3.17	MNXR163880;MNXR164617;MNXR166573	1	3
ECDH10B_1551	1.13.11.93	MNXR193009	1	1
ECDH10B_1557	2.1.1.265	MNXR123323	1	1
ECDH10B_1574	1.2.1.19	MNXR100060;MNXR106430;MNXR106982;MNXR114986;MNXR116218;MNXR130120;MNXR130274;MNXR130275;MNXR130277;MNXR130279;MNXR131676;MNXR133059;MNXR133375;MNXR141429;MNXR141458;MNXR152944;MNXR152946;MNXR152951;MNXR152952;MNXR152953;MNXR152954;MNXR94991;MNXR95191;MNXR95732;MNXR95734;MNXR95749;MNXR95750;MNXR95751;MNXR95754;MNXR95755;MNXR95787;MNXR96237;MNXR96238;MNXR96365	1	34
ECDH10B_1578	2.3.1.331		1	0
ECDH10B_1594	2.3.1.118;2.3.1.5	MNXR107481;MNXR108601;MNXR111523;MNXR111618;MNXR111803;MNXR111805;MNXR115716;MNXR118363;MNXR118364;MNXR134407;MNXR150235;MNXR150236;MNXR163530;MNXR165816;MNXR166082;MNXR172316;MNXR172317;MNXR172318;MNXR172319;MNXR172320;MNXR172321;MNXR172322;MNXR172323;MNXR172439;MNXR172997;MNXR174026;MNXR175320;MNXR184039;MNXR190511	2	29
ECDH10B_1596	1.7.5.1	MNXR112918;MNXR123284;MNXR123388;MNXR137041;MNXR144135;MNXR170648;MNXR173730;MNXR177655;MNXR177723;MNXR182141;MNXR182142;MNXR182143;MNXR182144;MNXR193437;MNXR196586;MNXR196587	1	16
ECDH10B_1598	1.7.5.1	MNXR112918;MNXR123284;MNXR123388;MNXR137041;MNXR144135;MNXR170648;MNXR173730;MNXR177655;MNXR177723;MNXR182141;MNXR182142;MNXR182143;MNXR182144;MNXR193437;MNXR196586;MNXR196587	1	16
ECDH10B_1599	1.7.5.1	MNXR112918;MNXR123284;MNXR123388;MNXR137041;MNXR144135;MNXR170648;MNXR173730;MNXR177655;MNXR177723;MNXR182141;MNXR182142;MNXR182143;MNXR182144;MNXR193437;MNXR196586;MNXR196587	1	16
ECDH10B_1605	1.17.5.3	MNXR112915;MNXR116792;MNXR143770;MNXR166565;MNXR166566;MNXR166567;MNXR169245	1	7
ECDH10B_1609	1.1.1.1	MNXR100327;MNXR103538;MNXR107392;MNXR107575;MNXR107794;MNXR108795;MNXR109409;MNXR109410;MNXR109504;MNXR110642;MNXR110652;MNXR110813;MNXR110840;MNXR111836;MNXR111858;MNXR111862;MNXR112092;MNXR113578;MNXR113664;MNXR114023;MNXR114099;MNXR115960;MNXR116586;MNXR121802;MNXR121806;MNXR122007;MNXR123748;MNXR129422;MNXR129432;MNXR129466;MNXR129497;MNXR129713;MNXR130002;MNXR130003;MNXR130004;MNXR130005;MNXR130006;MNXR130008;MNXR130009;MNXR130011;MNXR130012;MNXR130013;MNXR130014;MNXR130015;MNXR130016;MNXR130017;MNXR130018;MNXR130019;MNXR130020;MNXR130021;MNXR130023;MNXR130024;MNXR130026;MNXR130027;MNXR130028;MNXR130029;MNXR130030;MNXR130031;MNXR130057;MNXR130246;MNXR130247;MNXR130248;MNXR130249;MNXR130250;MNXR130469;MNXR130779;MNXR130936;MNXR130949;MNXR130950;MNXR130951;MNXR131477;MNXR131478;MNXR131479;MNXR131480;MNXR131481;MNXR131482;MNXR131484;MNXR131485;MNXR131486;MNXR131487;MNXR131488;MNXR132924;MNXR132940;MNXR133209;MNXR133210;MNXR133398;MNXR133418;MNXR133532;MNXR133643;MNXR133666;MNXR133686;MNXR133703;MNXR133713;MNXR133715;MNXR133788;MNXR133789;MNXR133796;MNXR133804;MNXR133820;MNXR133829;MNXR133834;MNXR134137;MNXR134530;MNXR134531;MNXR135412;MNXR138038;MNXR146250;MNXR146257;MNXR146812;MNXR146992;MNXR146993;MNXR146994;MNXR146995;MNXR146996;MNXR146997;MNXR147581;MNXR147582;MNXR147597;MNXR147984;MNXR149871;MNXR151007;MNXR151516;MNXR151585;MNXR165427;MNXR165428;MNXR175272;MNXR176427;MNXR178102;MNXR180036;MNXR189056;MNXR189229;MNXR189842;MNXR192032;MNXR193473;MNXR195553;MNXR195659;MNXR195660;MNXR197289;MNXR197321;MNXR198676;MNXR94833;MNXR95708;MNXR95709;MNXR95712;MNXR95716;MNXR95718;MNXR95719;MNXR95722;MNXR95724;MNXR95725;MNXR95726;MNXR95727;MNXR95728;MNXR95729;MNXR95731;MNXR95754;MNXR95788;MNXR96362;MNXR96365;MNXR96697	1	160
ECDH10B_1610	1.1.1.38	MNXR101443;MNXR101446;MNXR102097	1	3
ECDH10B_1619	3.4.13.22	MNXR190640	1	1
ECDH10B_1620	3.1.4.52	MNXR150480	1	1
ECDH10B_1621	2.7.7.65	MNXR150131	1	1
ECDH10B_1624	4.1.1.15	MNXR101032;MNXR94978;MNXR95942;MNXR96077	1	4
ECDH10B_1638	2.7.11.1	MNXR108312;MNXR116161;MNXR131643;MNXR131882;MNXR132048;MNXR132239;MNXR132240;MNXR132282;MNXR132283;MNXR132284;MNXR132285;MNXR132286;MNXR132287;MNXR132288;MNXR132289;MNXR132290;MNXR132291;MNXR132292;MNXR132293;MNXR132294;MNXR132295;MNXR132296;MNXR132297;MNXR132298;MNXR132299;MNXR132300;MNXR132301;MNXR132302;MNXR132303;MNXR132304;MNXR132305;MNXR132382;MNXR132426;MNXR132616;MNXR146864;MNXR146865;MNXR146866;MNXR147701;MNXR165918;MNXR168913;MNXR172090;MNXR172091;MNXR172094;MNXR172238;MNXR172239;MNXR172240;MNXR172425;MNXR172998;MNXR173009;MNXR173010;MNXR173011;MNXR173012;MNXR173013;MNXR173014;MNXR173015;MNXR173016;MNXR173035;MNXR174192;MNXR187848;MNXR194832	1	60
ECDH10B_1642	2.7.1.189	MNXR114481	1	1
ECDH10B_1644	7.6.2.13	MNXR124018	1	1
ECDH10B_1648	2.3.1.245	MNXR114480	1	1
ECDH10B_1649	5.3.1.32	MNXR114247	1	1
ECDH10B_1650	2.1.1.144	MNXR152852;MNXR172905;MNXR172906;MNXR172907;MNXR172908;MNXR172909;MNXR172910;MNXR172911;MNXR172913;MNXR172914;MNXR198280;MNXR198281	1	12
ECDH10B_1653	2.7.7.65	MNXR150131	1	1
ECDH10B_1655	3.5.1.2	MNXR100030;MNXR107063;MNXR149440;MNXR149441	1	4
ECDH10B_1656	1.2.1.16	MNXR104540;MNXR104541;MNXR123246;MNXR145013;MNXR145015;MNXR176930	1	6
ECDH10B_1666	2.7.7.65	MNXR150131	1	1
ECDH10B_1669	3.4.15.5	MNXR151121;MNXR174418;MNXR186614	1	3
ECDH10B_1670	1.1.1.276;1.1.1.298;1.1.1.381	MNXR101242;MNXR101737;MNXR110575;MNXR114166;MNXR114289;MNXR95851;MNXR96121	3	7
ECDH10B_1686	3.2.1.17	MNXR133946;MNXR133978;MNXR133981;MNXR134010;MNXR172061;MNXR174345;MNXR196469;MNXR196470	1	8
ECDH10B_1717	2.3.1.57	MNXR108519;MNXR115830;MNXR136136;MNXR142204;MNXR165444;MNXR186433;MNXR188722;MNXR188856;MNXR188858;MNXR190922	1	10
ECDH10B_1726	6.3.3.3	MNXR194124;MNXR194125;MNXR97180	1	3
ECDH10B_1735	7.1.1.1	MNXR104804	1	1
ECDH10B_1736	7.1.1.1	MNXR104804	1	1
ECDH10B_1739	1.5.1.3;1.5.1.50	MNXR104809;MNXR115841;MNXR129858;MNXR133449;MNXR144498;MNXR144500;MNXR152295;MNXR163478;MNXR163915;MNXR188902;MNXR188918;MNXR190914;MNXR190916;MNXR196413;MNXR196414;MNXR200334;MNXR97399;MNXR97400	2	18
ECDH10B_1742	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_1744	4.2.1.2	MNXR99705	1	1
ECDH10B_1745	4.2.1.2;5.3.2.2	MNXR102100;MNXR125856;MNXR99705	2	3
ECDH10B_1746	5.3.1.8	MNXR124423;MNXR191977;MNXR191979	1	3
ECDH10B_1750	3.2.1.31	MNXR111403;MNXR111706;MNXR111815;MNXR114145;MNXR119263;MNXR119265;MNXR131893;MNXR132792;MNXR132793;MNXR134064;MNXR135641;MNXR139324;MNXR144535;MNXR144756;MNXR144915;MNXR147335;MNXR147336;MNXR147337;MNXR165891;MNXR173211;MNXR173554;MNXR175329;MNXR184071;MNXR195279	1	24
ECDH10B_1752	1.1.1.159	MNXR128819;MNXR134097;MNXR147830;MNXR151270	1	4
ECDH10B_1754	2.7.1.208	MNXR119184;MNXR130320;MNXR148555;MNXR151262;MNXR151263;MNXR183919	1	6
ECDH10B_1755	4.4.1.13	MNXR104316;MNXR112175;MNXR112182;MNXR121504;MNXR121876;MNXR123830;MNXR123831;MNXR123832;MNXR123833;MNXR123834;MNXR129475;MNXR133251;MNXR133252;MNXR139628;MNXR141644;MNXR147142;MNXR147926;MNXR147927;MNXR148214;MNXR148215;MNXR150174;MNXR163698;MNXR165930;MNXR175380;MNXR184558;MNXR185331;MNXR185454;MNXR185540;MNXR186063;MNXR186806;MNXR186984;MNXR187649;MNXR191358;MNXR96469;MNXR96943;MNXR96994	1	36
ECDH10B_1756	3.5.4.4	MNXR135473;MNXR190575;MNXR97076	1	3
ECDH10B_1767	4.2.99.18	MNXR115619;MNXR123145;MNXR132516;MNXR132517;MNXR132518;MNXR132519;MNXR132520;MNXR164842;MNXR175223;MNXR177639;MNXR183855;MNXR192999;MNXR194631	1	13
ECDH10B_1769	2.5.1.18	MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186532;MNXR187931;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381	1	87
ECDH10B_1770	2.7.1.35	MNXR103357;MNXR103361;MNXR103362;MNXR200585	1	4
ECDH10B_1771	6.1.1.1	MNXR124080;MNXR129972;MNXR146615;MNXR146616;MNXR146617;MNXR146618;MNXR165396;MNXR178037;MNXR184325;MNXR195057;MNXR195344;MNXR200404	1	12
ECDH10B_1772	1.4.3.5	MNXR102438;MNXR103355;MNXR103363;MNXR103365;MNXR103367;MNXR104952;MNXR135472	1	7
ECDH10B_1774	2.7.1.170	MNXR126222	1	1
ECDH10B_1780	1.15.1.1	MNXR191196	1	1
ECDH10B_1785	4.4.1.5	MNXR100355;MNXR130040;MNXR130041;MNXR130044;MNXR130047;MNXR130054;MNXR130055;MNXR130083;MNXR130084;MNXR130085;MNXR130089;MNXR130092;MNXR130093;MNXR130098;MNXR130100;MNXR130102;MNXR130103;MNXR130198;MNXR130869;MNXR130870;MNXR130871;MNXR130872;MNXR130873;MNXR130874;MNXR130875	1	25
ECDH10B_1787	3.2.2.27;5.6.2.4	MNXR116728;MNXR123144;MNXR131877;MNXR153054;MNXR177638;MNXR185999	2	6
ECDH10B_1790	1.15.1.1	MNXR191196	1	1
ECDH10B_1795	2.1.1.79	MNXR108154;MNXR115051;MNXR121940;MNXR123514;MNXR123552;MNXR123575;MNXR133399;MNXR133400;MNXR133401;MNXR135741;MNXR135742;MNXR135743;MNXR153181;MNXR153182;MNXR165337;MNXR165502;MNXR176953;MNXR177831;MNXR96652;MNXR96654;MNXR96655	1	21
ECDH10B_1796	2.5.1.9	MNXR133403;MNXR179128;MNXR179129;MNXR192029;MNXR192628;MNXR195266;MNXR198700;MNXR198701	1	8
ECDH10B_1809	4.2.1.2	MNXR99705	1	1
ECDH10B_1810	2.7.1.40	MNXR103140;MNXR103371;MNXR129735;MNXR129753;MNXR132739;MNXR133519;MNXR133520;MNXR133521;MNXR133555;MNXR133800;MNXR133827;MNXR133942;MNXR133955;MNXR133971;MNXR133972;MNXR134000;MNXR134022;MNXR147612;MNXR147613;MNXR183684;MNXR188179;MNXR188728;MNXR188730;MNXR189836;MNXR95613;MNXR97145	1	26
ECDH10B_1814	2.8.1.7;4.4.1.16	MNXR111094;MNXR114822;MNXR117647;MNXR118656;MNXR119682;MNXR122991;MNXR123878;MNXR131438;MNXR135557;MNXR148253;MNXR148254;MNXR151404;MNXR164558;MNXR168426;MNXR172438;MNXR176458;MNXR177585;MNXR177985;MNXR178225;MNXR190038;MNXR190039;MNXR191358;MNXR193220;MNXR193226;MNXR199483;MNXR199485;MNXR200588;MNXR200591	2	28
ECDH10B_1821	3.1.2.28	MNXR159798	1	1
ECDH10B_1822	1.1.99.39	MNXR113902;MNXR119021;MNXR190342;MNXR190343	1	4
ECDH10B_1828	1.1.1.282	MNXR104378;MNXR146204;MNXR146207;MNXR149699;MNXR149701;MNXR149702;MNXR185644	1	7
ECDH10B_1829	4.2.1.10	MNXR153359	1	1
ECDH10B_1838	2.7.9.2	MNXR103140;MNXR184078;MNXR195283	1	3
ECDH10B_1839	2.7.11.33;2.7.4.28	MNXR118284;MNXR118285;MNXR168789;MNXR169242;MNXR186541;MNXR187516	2	6
ECDH10B_1840	2.5.1.54	MNXR129360;MNXR133161;MNXR144444;MNXR152038;MNXR97218	1	5
ECDH10B_1842	2.7.7.108	MNXR170254;MNXR170255;MNXR171047;MNXR193918;MNXR193927;MNXR199921;MNXR199922	1	7
ECDH10B_1845	7.6.2.8	MNXR115565;MNXR190762;MNXR198903	1	3
ECDH10B_1846	1.11.1.24;1.11.1.9	MNXR100446;MNXR110746;MNXR114912;MNXR129844;MNXR129856;MNXR142118;MNXR146539;MNXR171840;MNXR172027;MNXR180493;MNXR187845;MNXR192709	2	12
ECDH10B_1849	6.1.1.20	MNXR116123;MNXR145998;MNXR145999;MNXR146000;MNXR146001;MNXR166021;MNXR187663;MNXR200425	1	8
ECDH10B_1850	6.1.1.20	MNXR116123;MNXR145998;MNXR145999;MNXR146000;MNXR146001;MNXR166021;MNXR187663;MNXR200425	1	8
ECDH10B_1855	6.1.1.3	MNXR123912;MNXR146545;MNXR146546;MNXR146547;MNXR146548;MNXR166363;MNXR185647;MNXR200415	1	8
ECDH10B_1861	2.7.1.11	MNXR108040;MNXR124534;MNXR130273;MNXR130954;MNXR130955;MNXR130996;MNXR131034;MNXR131035;MNXR131058;MNXR132672;MNXR132673;MNXR132678;MNXR133444;MNXR133504;MNXR134290;MNXR134292;MNXR145340;MNXR145947;MNXR145948;MNXR145949;MNXR145951;MNXR145952;MNXR147510;MNXR151182;MNXR173114;MNXR173115;MNXR173116;MNXR179964;MNXR179967;MNXR179968;MNXR179973;MNXR180380;MNXR189046;MNXR189052;MNXR189916;MNXR190585	1	36
ECDH10B_1865	3.1.3.22;3.1.3.23;3.1.3.50;3.1.3.68	MNXR105353;MNXR106695;MNXR107343;MNXR118955;MNXR134140;MNXR134141;MNXR134143;MNXR134301;MNXR144492;MNXR145650;MNXR150327;MNXR150328;MNXR191242;MNXR191243;MNXR192379;MNXR198263;MNXR198264;MNXR198578;MNXR198782;MNXR198839	4	20
ECDH10B_1870	1.11.1.6	MNXR102010;MNXR103159;MNXR134324;MNXR135178;MNXR191236;MNXR96455;MNXR96457	1	7
ECDH10B_1871	3.5.1.105	MNXR116848;MNXR123359	1	2
ECDH10B_1872	3.2.1.86	MNXR109344;MNXR109345;MNXR123355;MNXR123360;MNXR131819;MNXR131820;MNXR131821;MNXR132991;MNXR132992;MNXR133846;MNXR133985;MNXR134032;MNXR135470;MNXR151153;MNXR151156;MNXR173123;MNXR190480;MNXR190490	1	18
ECDH10B_1876	2.7.1.196	MNXR114468;MNXR119143;MNXR119197;MNXR123924;MNXR183977	1	5
ECDH10B_1878	6.3.1.5	MNXR188487	1	1
ECDH10B_1882	3.5.1.96	MNXR104362	1	1
ECDH10B_1883	3.5.3.23	MNXR104239	1	1
ECDH10B_1884	1.2.1.71	MNXR104368	1	1
ECDH10B_1885	2.3.1.109	MNXR121954;MNXR190716	1	2
ECDH10B_1886	2.6.1.81	MNXR104477	1	1
ECDH10B_1887	3.1.11.2	MNXR183554	1	1
ECDH10B_1895	2.8.1.1	MNXR151669;MNXR151670;MNXR170613;MNXR195009	1	4
ECDH10B_1897	3.6.1.65	MNXR172288;MNXR188545;MNXR97203	1	3
ECDH10B_1899	1.4.1.4	MNXR100086;MNXR144972;MNXR146860;MNXR146861;MNXR146862;MNXR146863;MNXR179341	1	7
ECDH10B_1901	5.6.2.1	MNXR115631	1	1
ECDH10B_1902	2.7.9.3	MNXR146402;MNXR146403	1	2
